course name,instructor,course description,course dates,seats left,Schedule,delivery,repeatable,Gened type,Waitlist,meeting times,location,meeting days,final exam time,final exam date,final exam location
"""C S 6980-014 -Research Doctoral Dissertation"",",Chao Lan,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-015 -Research Doctoral Dissertation"",",Qi Cheng,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-016 -Research Doctoral Dissertation"",",Golnaz Habibi,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-018 -Research Doctoral Dissertation"",",Andrew Fagg,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-019 -Research Doctoral Dissertation"",",Amy McGovern,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-020 -Research Doctoral Dissertation"",",David Ebert,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-021 -Research Doctoral Dissertation"",",Ghulam Quadri,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 6980-022 -Research Doctoral Dissertation"",",Sina Khanmohammadi,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 6990-001 -Independent Study"",",Dean Hougen,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-002 -Independent Study"",",David Ebert,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-003 -Independent Study"",",Deborah Trytten,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-004 -Independent Study"",",Mohammed Atiquzzaman,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-005 -Independent Study"",",Chongle Pan,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,4 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-006 -Independent Study"",",Dimitrios Diochnos,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-007 -Independent Study"",",Shangqing Zhao,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-009 -Independent Study"",",Sridhar Radhakrishnan,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-010 -Independent Study"",",Gia-Loi Gruenwald,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-011 -Independent Study"",",Marmar Moussa,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,4 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-012 -Independent Study"",",Song Fang,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,4 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-013 -Independent Study"",",Anindya Maiti,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-014 -Independent Study"",",Chao Lan,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,3 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-015 -Independent Study"",",Qi Cheng,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-016 -Independent Study"",",Golnaz Habibi,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-017 -Independent Study"",",Christopher Weaver,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-018 -Independent Study"",",Andrew Fagg,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-019 -Independent Study"",",Amy McGovern,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6990-021 -Independent Study"",",Ghulam Quadri,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 6990-022 -Independent Study"",",Sina Khanmohammadi,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 6990-023 -Independent Study"",",Richard Veras,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 13,4 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
